0.515,0.655,0.555,0.7,0.605,0.705,6,6,1,1,0,0,0
0.685,0.325,0.71,0.405,0.715,0.44,6,6,1,1,0,0,0
0.71,0.55,0.71,0.515,0.71,0.48,6,6,1,1,0,0,0
0.44,0.6,0.475,0.57,0.51,0.53,6,6,1,1,0,0,0
0.33,0.245,0.445,0.24,0.545,0.245,6,6,1,1,0,0,0
0.195,0.46,0.23,0.38,0.27,0.355,6,6,1,1,0,0,0
0.305,0.765,0.365,0.72,0.43,0.69,6,6,1,1,0,0,0
0.42,0.205,0.49,0.175,0.515,0.155,6,6,1,1,0,0,0
0.425,0.205,0.525,0.195,0.595,0.205,6,6,1,1,0,0,0
0.265,0.36,0.3,0.325,0.305,0.28,6,6,1,1,0,0,0
0.36,0.75,0.415,0.705,0.5,0.645,6,6,1,1,0,0,0
0.52,0.225,0.575,0.195,0.63,0.2,6,6,1,1,0,0,0
0.7,0.285,0.7,0.25,0.745,0.23,6,6,1,1,0,0,0
0.565,0.37,0.595,0.345,0.63,0.335,6,6,1,1,0,0,0
0.255,0.83,0.305,0.805,0.4,0.79,6,6,1,1,0,0,0
0.47,0.65,0.49,0.665,0.49,0.685,6,6,1,1,0,0,0
0.195,0.475,0.195,0.495,0.215,0.525,6,6,1,1,0,0,0
0.48,0.545,0.595,0.53,0.64,0.535,6,6,1,1,0,0,0
0.455,0.48,0.48,0.455,0.52,0.415,6,6,1,1,0,0,0
0.51,0.715,0.55,0.7,0.54,0.665,6,6,1,1,0,0,0
0.555,0.515,0.6,0.545,0.69,0.585,6,6,1,1,0,0,0
0.69,0.49,0.725,0.555,0.695,0.68,6,6,1,1,0,0,0
0.505,0.16,0.615,0.21,0.715,0.305,6,6,1,1,0,0,0
0.47,0.485,0.51,0.425,0.57,0.43,6,6,1,1,0,0,0
0.59,0.385,0.59,0.43,0.635,0.45,6,6,1,1,0,0,0
0.5,0.645,0.52,0.68,0.605,0.67,6,6,1,1,0,0,0
0.55,0.385,0.62,0.42,0.73,0.445,6,6,1,1,0,0,0
0.68,0.62,0.725,0.53,0.72,0.5,6,6,1,1,0,0,0
0.61,0.685,0.655,0.74,0.675,0.74,6,6,1,1,0,0,0
0.385,0.715,0.48,0.69,0.545,0.675,6,6,1,1,0,0,0
0.25,0.8,0.265,0.83,0.28,0.85,6,6,1,1,0,0,0
0.295,0.35,0.32,0.285,0.35,0.25,6,6,1,1,0,0,0
0.46,0.675,0.6,0.715,0.695,0.74,6,6,1,1,0,0,0
0.38,0.23,0.415,0.2,0.455,0.165,6,6,1,1,0,0,0
0.52,0.16,0.575,0.23,0.615,0.305,6,6,1,1,0,0,0
0.695,0.36,0.705,0.395,0.735,0.415,6,6,1,1,0,0,0
0.645,0.75,0.67,0.775,0.685,0.795,6,6,1,1,0,0,0
0.35,0.31,0.315,0.27,0.35,0.225,6,6,1,1,0,0,0
0.47,0.585,0.51,0.565,0.545,0.54,6,6,1,1,0,0,0
0.545,0.515,0.625,0.545,0.615,0.605,6,6,1,1,0,0,0
0.695,0.645,0.705,0.65,0.745,0.65,6,6,1,1,0,0,0
0.675,0.475,0.675,0.43,0.69,0.4,6,6,1,1,0,0,0
0.565,0.51,0.635,0.555,0.745,0.535,6,6,1,1,0,0,0
0.285,0.78,0.315,0.77,0.325,0.755,6,6,1,1,0,0,0
0.595,0.71,0.655,0.75,0.695,0.73,6,6,1,1,0,0,0
0.24,0.475,0.275,0.475,0.325,0.45,6,6,1,1,0,0,0
0.315,0.75,0.39,0.8,0.445,0.77,6,6,1,1,0,0,0
0.55,0.7,0.635,0.725,0.66,0.795,6,6,1,1,0,0,0
0.24,0.84,0.28,0.81,0.32,0.835,6,6,1,1,0,0,0
0.68,0.38,0.705,0.31,0.715,0.245,6,6,1,1,0,0,0
0.455,0.525,0.47,0.48,0.485,0.45,6,6,1,1,0,0,0
0.43,0.275,0.44,0.22,0.47,0.18,6,6,1,1,0,0,0
0.385,0.805,0.405,0.795,0.425,0.78,6,6,1,1,0,0,0
0.42,0.695,0.46,0.665,0.53,0.7,6,6,1,1,0,0,0
0.57,0.36,0.58,0.375,0.625,0.395,6,6,1,1,0,0,0
0.305,0.745,0.33,0.785,0.37,0.83,6,6,1,1,0,0,0
0.585,0.495,0.605,0.535,0.595,0.64,6,6,1,1,0,0,0
0.245,0.505,0.285,0.47,0.305,0.43,6,6,1,1,0,0,0
0.55,0.19,0.6,0.265,0.635,0.34,6,6,1,1,0,0,0
0.475,0.165,0.52,0.195,0.615,0.255,6,6,1,1,0,0,0
0.355,0.275,0.395,0.225,0.435,0.17,6,6,1,1,0,0,0
0.335,0.75,0.38,0.73,0.48,0.665,6,6,1,1,0,0,0
0.385,0.695,0.445,0.7,0.47,0.76,6,6,1,1,0,0,0
0.56,0.365,0.615,0.38,0.61,0.455,6,6,1,1,0,0,0
0.665,0.725,0.71,0.745,0.715,0.7,6,6,1,1,0,0,0
0.48,0.455,0.505,0.415,0.535,0.375,6,6,1,1,0,0,0
0.58,0.52,0.645,0.545,0.735,0.59,6,6,1,1,0,0,0
0.7,0.355,0.72,0.4,0.705,0.465,6,6,1,1,0,0,0
0.685,0.555,0.72,0.585,0.745,0.615,6,6,1,1,0,0,0
0.58,0.69,0.635,0.735,0.71,0.77,6,6,1,1,0,0,0
0.695,0.205,0.725,0.17,0.765,0.135,6,6,1,1,0,0,0
0.685,0.27,0.7,0.315,0.715,0.345,6,6,1,1,0,0,0
0.705,0.575,0.7,0.625,0.705,0.685,6,6,1,1,0,0,0
0.285,0.505,0.31,0.48,0.305,0.445,6,6,1,1,0,0,0
0.705,0.76,0.725,0.69,0.725,0.6,6,6,1,1,0,0,0
0.7,0.575,0.71,0.655,0.725,0.745,6,6,1,1,0,0,0
0.695,0.215,0.685,0.34,0.71,0.4,6,6,1,1,0,0,0
0.2,0.48,0.215,0.41,0.245,0.37,6,6,1,1,0,0,0
0.225,0.41,0.26,0.355,0.275,0.305,6,6,1,1,0,0,0
0.59,0.65,0.605,0.7,0.66,0.815,6,6,1,1,0,0,0
0.36,0.22,0.475,0.195,0.555,0.155,6,6,1,1,0,0,0
0.685,0.45,0.725,0.445,0.73,0.475,6,6,1,1,0,0,0
0.72,0.17,0.705,0.205,0.73,0.3,6,6,1,1,0,0,0
0.265,0.385,0.28,0.33,0.31,0.295,6,6,1,1,0,0,0
0.44,0.535,0.495,0.56,0.54,0.565,6,6,1,1,0,0,0
0.55,0.675,0.6,0.655,0.635,0.605,6,6,1,1,0,0,0
0.545,0.55,0.585,0.525,0.62,0.51,6,6,1,1,0,0,0
0.3,0.805,0.32,0.765,0.365,0.725,6,6,1,1,0,0,0
0.365,0.805,0.41,0.73,0.435,0.675,6,6,1,1,0,0,0
0.265,0.86,0.275,0.82,0.28,0.77,6,6,1,1,0,0,0
0.45,0.615,0.475,0.575,0.45,0.515,6,6,1,1,0,0,0
0.33,0.74,0.345,0.71,0.405,0.71,6,6,1,1,0,0,0
0.715,0.23,0.75,0.19,0.745,0.145,6,6,1,1,0,0,0
0.515,0.575,0.535,0.57,0.57,0.565,6,6,1,1,0,0,0
0.695,0.515,0.695,0.625,0.715,0.69,6,6,1,1,0,0,0
0.525,0.455,0.55,0.41,0.57,0.375,6,6,1,1,0,0,0
0.695,0.66,0.72,0.665,0.745,0.685,6,6,1,1,0,0,0
0.245,0.515,0.305,0.465,0.305,0.425,6,6,1,1,0,0,0
0.705,0.435,0.68,0.48,0.725,0.56,6,6,1,1,0,0,0
0.44,0.205,0.475,0.18,0.53,0.225,6,6,1,1,0,0,0
0.44,0.675,0.455,0.72,0.515,0.73,6,6,1,1,0,0,0
0.215,0.505,0.285,0.495,0.32,0.45,6,6,1,1,0,0,0
0.265,0.8,0.295,0.845,0.34,0.82,6,6,1,1,0,0,0
0.63,0.285,0.695,0.295,0.735,0.37,6,6,1,1,0,0,0
0.495,0.18,0.54,0.175,0.59,0.18,6,6,1,1,0,0,0
0.355,0.23,0.4,0.22,0.435,0.195,6,6,1,1,0,0,0
0.365,0.22,0.385,0.245,0.39,0.295,6,6,1,1,0,0,0
0.61,0.36,0.615,0.295,0.615,0.235,6,6,1,1,0,0,0
0.605,0.34,0.61,0.4,0.61,0.495,6,6,1,1,0,0,0
0.475,0.18,0.535,0.2,0.64,0.265,6,6,1,1,0,0,0
0.43,0.21,0.515,0.185,0.59,0.17,6,6,1,1,0,0,0
0.725,0.375,0.705,0.42,0.74,0.49,6,6,1,1,0,0,0
0.45,0.52,0.48,0.57,0.52,0.56,6,6,1,1,0,0,0
0.21,0.435,0.21,0.405,0.25,0.395,6,6,1,1,0,0,0
0.525,0.53,0.585,0.515,0.63,0.6,6,6,1,1,0,0,0
0.695,0.375,0.71,0.455,0.73,0.525,6,6,1,1,0,0,0
0.54,0.395,0.585,0.42,0.605,0.455,6,6,1,1,0,0,0
0.25,0.825,0.28,0.82,0.31,0.855,6,6,1,1,0,0,0
0.455,0.53,0.45,0.565,0.47,0.59,6,6,1,1,0,0,0
0.7,0.635,0.725,0.605,0.715,0.555,6,6,1,1,0,0,0
0.58,0.67,0.625,0.73,0.675,0.805,6,6,1,1,0,0,0
0.72,0.575,0.69,0.63,0.73,0.715,6,6,1,1,0,0,0
0.49,0.685,0.525,0.68,0.595,0.665,6,6,1,1,0,0,0
0.45,0.67,0.515,0.695,0.55,0.695,6,6,1,1,0,0,0
0.715,0.19,0.72,0.255,0.715,0.33,6,6,1,1,0,0,0
0.365,0.3,0.405,0.225,0.455,0.18,6,6,1,1,0,0,0
0.585,0.65,0.66,0.76,0.68,0.815,6,6,1,1,0,0,0
0.41,0.285,0.395,0.225,0.43,0.185,6,6,1,1,0,0,0
0.69,0.71,0.69,0.64,0.695,0.605,6,6,1,1,0,0,0
0.42,0.68,0.445,0.71,0.48,0.76,6,6,1,1,0,0,0
0.43,0.69,0.455,0.69,0.495,0.705,6,6,1,1,0,0,0
0.24,0.825,0.275,0.805,0.335,0.84,6,6,1,1,0,0,0
0.295,0.29,0.35,0.285,0.35,0.255,6,6,1,1,0,0,0
0.6,0.54,0.59,0.5,0.62,0.465,6,6,1,1,0,0,0
0.445,0.225,0.485,0.225,0.56,0.255,6,6,1,1,0,0,0
0.69,0.255,0.71,0.19,0.75,0.165,6,6,1,1,0,0,0
0.29,0.345,0.295,0.31,0.33,0.26,6,6,1,1,0,0,0
0.495,0.455,0.54,0.43,0.56,0.38,6,6,1,1,0,0,0
0.51,0.545,0.62,0.53,0.745,0.565,6,6,1,1,0,0,0
0.715,0.56,0.695,0.52,0.715,0.41,6,6,1,1,0,0,0
0.595,0.425,0.605,0.46,0.64,0.47,6,6,1,1,0,0,0
